NMEA-0183,EngineSpeed(rpm),Deviation(cm),FuelGauge(%)
"$GNGGA,032432.90,3716.22034796,N,12659.44334074,E,1,28,0.6,31.9412,M,23.2902,M,,*45$GNGST,032432.90,1.17,1.77,1.28,176.4041,1.768,1.282,3.514*4A$AGRICA,51,GPS,FINE,2373,12290900,0,0,18,30;GNSS,232,25,6,29,3,24,32,1,4,11,17,0,-699.4569,-3582.3059,-68.1059,0.0109,0.0078,0.0217,341.2151,1.5702,0.0000,0.004,-0.003,-0.001,0.002,0.121,0.153,0.127,37.27033913269,126.99072234569,31.9412,-3057721.4488,4059100.7679,3841344.8118,1.7678,1.2816,3.5142,2.2195,2.7563,2.1434,37.27664835970,127.03111078942,122.2941,0.00000000000,0.00000000000,0.0000,12290900,0.000,193.248886,23.290197,0.000000,0.000000,0,0,0,0*f76b39d9$GNGGA,032433.00,3716.22034766,N,12659.44334048,E,1,28,0.6,31.9413,M,23.2902,M,,*4C$GNGST,032433.00,1.17,1.77,1.28,176.4249,1.768,1.282,3.514*48$AGRICA,51,GPS,FINE,2373,12291000,0,0,18,39;GNSS,232,25,6,29,3,24,33,1,4,11,17,0,-699.4575,-3582.3064,-68.1058,0.0109,0.0078,0.0217,341.1797,1.8439,0.0000,0.003,-0.003,-0.001,-0.001,0.121,0.153,0.127,37.27033912774,126.99072234137,31.9413,-3057721.4487,4059100.7685,3841344.8114,1.7676,1.2817,3.5138,2.2189,2.7562,2.1434,37.27664835970,127.03111078942,122.2941,0.00000000000,0.00000000000,0.0000,12291000,0.000,190.392258,23.290197,0.000000,0.000000,0,0,0,0*befce52c",2612,2.52,99.51
"$GNGGA,032433.10,3716.22034738,N,12659.44334025,E,1,28,0.6,31.9411,M,23.2902,M,,*4F$GNGST,032433.10,1.17,1.77,1.28,176.4287,1.767,1.282,3.514*44$AGRICA,51,GPS,FINE,2373,12291100,0,0,18,31;GNSS,232,25,6,29,3,24,33,1,4,11,17,0,-699.4579,-3582.3066,-68.1060,0.0109,0.0078,0.0217,341.0572,1.9195,0.0000,0.011,-0.008,0.006,-0.005,0.121,0.153,0.127,37.27033912302,126.99072233751,31.9411,-3057721.4485,4059100.7688,3841344.8108,1.7669,1.2817,3.5135,2.2185,2.7556,2.1434,37.27664835970,127.03111078942,122.2941,0.00000000000,0.00000000000,0.0000,12291100,0.000,142.245377,23.290197,0.000000,0.000000,0,0,0,0*dd98b596$GNGGA,032433.20,3716.22034679,N,12659.44334057,E,1,28,0.6,31.9403,M,23.2902,M,,*4E",2618,2.12,99.49
"$GNGST,032433.20,1.19,1.77,1.28,176.4253,1.767,1.282,3.514*40$AGRICA,51,GPS,FINE,2373,12291200,0,0,18,31;GNSS,232,25,6,29,3,24,33,1,4,11,17,0,-699.4590,-3582.3064,-68.1068,0.0109,0.0078,0.0217,341.2395,1.6498,0.0000,0.004,0.001,-0.004,-0.002,0.121,0.153,0.127,37.27033911323,126.99072234286,31.9403,-3057721.4489,4059100.7685,3841344.8095,1.7665,1.2817,3.5137,2.2187,2.7555,2.1434,37.27664835970,127.03111078942,122.2941,0.00000000000,0.00000000000,0.0000,12291200,0.000,290.030914,23.290197,0.000000,0.000000,0,0,0,0*49083a17$GNGGA,032433.30,3716.22034668,N,12659.44334026,E,1,28,0.6,31.9399,M,23.2902,M,,*4D",2621,1.78,99.47
"$GNGST,032433.30,1.19,1.77,1.28,176.4255,1.766,1.281,3.514*45$AGRICA,51,GPS,FINE,2373,12291300,0,0,18,31;GNSS,232,25,6,29,3,24,33,1,4,11,17,0,-699.4592,-3582.3066,-68.1072,0.0109,0.0078,0.0217,341.2115,1.9851,0.0000,0.009,-0.004,-0.007,-0.004,0.121,0.153,0.127,37.27033911135,126.99072233760,31.9399,-3057721.4484,4059100.7687,3841344.8091,1.7662,1.2814,3.5140,2.2188,2.7556,2.1432,37.27664835970,127.03111078942,122.2941,0.00000000000,0.00000000000,0.0000,12291300,0.000,239.425079,23.290197,0.000000,0.000000,0,0,0,0*250c5115$GNGGA,032433.40,3716.22034628,N,12659.44333971,E,1,28,0.6,31.9393,M,23.2902,M,,*48$GNGST,032433.40,1.19,1.77,1.28,176.4291,1.766,1.281,3.514*4A$AGRICA,51,GPS,FINE,2373,12291400,0,0,18,30;GNSS,232,25,6,29,3,24,33,1,4,11,17,0,-699.4600,-3582.3076,-68.1079,0.0109,0.0078,0.0217,341.2110,1.7086,0.0000,0.005,-0.005,-0.002,-0.002,0.121,0.153,0.127,37.27033910460,126.99072232853,31.9393,-3057721.4478,4059100.7691,3841344.8081,1.7662,1.2813,3.5142,2.2188,2.7559,2.1431,37.27664835970,127.03111078942,122.2941,0.00000000000,0.00000000000,0.0000,12291400,0.000,206.836395,23.290197,0.000000,0.000000,0,0,0,0*d0082257",2630,1.54,99.44
"$GNGGA,032433.50,3716.22034585,N,12659.44333950,E,1,28,0.6,31.9388,M,23.2902,M,,*44$GNGST,032433.50,1.19,1.77,1.28,176.4236,1.766,1.281,3.514*46$AGRICA,51,GPS,FINE,2373,12291500,0,0,18,30;GNSS,232,25,6,29,3,24,33,1,4,11,17,0,-699.4608,-3582.3079,-68.1083,0.0109,0.0078,0.0217,341.2670,1.7444,0.0000,0.005,-0.004,0.004,-0.001,0.121,0.153,0.127,37.27033909744,126.99072232503,31.9388,-3057721.4476,4059100.7694,3841344.8072,1.7660,1.2812,3.5139,2.2187,2.7555,2.1430,37.27664835970,127.03111078942,122.2941,0.00000000000,0.00000000000,0.0000,12291500,0.000,138.271774,23.290197,0.000000,0.000000,0,0,0,0*efcdb784$GNGGA,032433.60,3716.22034545,N,12659.44333969,E,1,28,0.6,31.9385,M,23.2902,M,,*4C$GNGST,032433.60,1.18,1.77,1.28,176.4486,1.766,1.281,3.514*49$AGRICA,51,GPS,FINE,2373,12291600,0,0,18,31;GNSS,232,25,6,29,3,24,33,1,4,11,17,0,-699.4615,-3582.3076,-68.1086,0.0109,0.0078,0.0217,341.1665,1.8139,0.0000,0.006,-0.003,0.005,-0.002,0.121,0.153,0.127,37.27033909077,126.99072232815,31.9385,-3057721.4479,4059100.7694,3841344.8064,1.7656,1.2812,3.5140,2.2185,2.7557,2.1427,37.27664835970,127.03111078942,122.2941,0.00000000000,0.00000000000,0.0000,12291600,0.000,125.090065,23.290197,0.000000,0.000000,0,0,0,0*d7d63e27",2632,1.32,99.42
"$GNGGA,032433.70,3716.22034509,N,12659.44333994,E,1,28,0.6,31.9381,M,23.2902,M,,*43$GNGST,032433.70,1.19,1.77,1.28,176.4319,1.765,1.281,3.514*4B$AGRICA,51,GPS,FINE,2373,12291700,0,0,18,30;GNSS,232,25,6,29,3,24,33,1,4,11,17,0,-699.4622,-3582.3071,-68.1091,0.0109,0.0078,0.0217,340.9328,1.8834,0.0000,0.006,-0.002,0.005,-0.003,0.121,0.153,0.127,37.27033908478,126.99072233239,31.9381,-3057721.4483,4059100.7692,3841344.8056,1.7653,1.2811,3.5145,2.2190,2.7557,2.1428,37.27664835970,127.03111078942,122.2941,0.00000000000,0.00000000000,0.0000,12291700,0.000,110.566429,23.290197,0.000000,0.000000,0,0,0,0*7d7bed3f$GNGGA,032433.80,3716.22034480,N,12659.44334023,E,1,28,0.6,31.9375,M,23.2902,M,,*45$GNGST,032433.80,1.18,1.77,1.28,176.4408,1.765,1.281,3.515*43$AGRICA,51,GPS,FINE,2373,12291800,0,0,18,31;GNSS,232,25,6,29,3,24,33,1,4,11,17,0,-699.4628,-3582.3069,-68.1096,0.0109,0.0078,0.0217,341.1956,1.8119,0.0000,0.005,0.000,-0.004,0.003,0.121,0.153,0.127,37.27033907996,126.99072233712,31.9375,-3057721.4485,4059100.7688,3841344.8049,1.7649,1.2812,3.5147,2.2193,2.7556,2.1427,37.27664835970,127.03111078942,122.2941,0.00000000000,0.00000000000,0.0000,12291800,0.000,265.729340,23.290197,0.000000,0.000000,0,0,0,0*0039f59d",2635,0.85,99.39
"$GNGGA,032433.90,3716.22034459,N,12659.44333992,E,1,28,0.6,31.9376,M,23.2902,M,,*47$GNGST,032433.90,1.19,1.77,1.28,176.4683,1.764,1.281,3.515*43$AGRICA,51,GPS,FINE,2373,12291900,0,0,18,30;GNSS,232,25,6,29,3,24,33,1,4,11,17,0,-699.4631,-3582.3071,-68.1095,0.0109,0.0078,0.0217,341.3361,1.9095,0.0000,0.006,0.000,-0.003,0.005,0.121,0.153,0.127,37.27033907658,126.99072233196,31.9376,-3057721.4483,4059100.7694,3841344.8046,1.7645,1.2813,3.5153,2.2196,2.7561,2.1424,37.27664835970,127.03111078942,122.2941,0.00000000000,0.00000000000,0.0000,12291900,0.000,277.456940,23.290197,0.000000,0.000000,0,0,0,0*76595b6a$GNGGA,032434.00,3716.22034443,N,12659.44333965,E,1,28,0.6,31.9379,M,23.2902,M,,*45$GNGST,032434.00,1.19,1.77,1.28,176.4530,1.765,1.282,3.515*44$AGRICA,51,GPS,FINE,2373,12292000,0,0,18,39;GNSS,232,25,6,29,3,24,34,1,4,11,17,0,-699.4634,-3582.3076,-68.1093,0.0109,0.0078,0.0217,341.1130,1.6401,0.0000,0.003,-0.001,0.003,-0.001,0.121,0.153,0.127,37.27033907384,126.99072232743,31.9379,-3057721.4483,4059100.7699,3841344.8045,1.7653,1.2816,3.5152,2.2198,2.7562,2.1427,37.27664835970,127.03111078942,122.2941,0.00000000000,0.00000000000,0.0000,12292000,0.000,102.309799,23.290197,0.000000,0.000000,0,0,0,0*317e7327",2639,0.55,99.37
"$GNGGA,032434.10,3716.22034421,N,12659.44333978,E,1,28,0.6,31.9376,M,23.2902,M,,*43$GNGST,032434.10,1.18,1.77,1.28,176.4807,1.764,1.282,3.515*4C$AGRICA,51,GPS,FINE,2373,12292100,0,0,18,31;GNSS,232,25,6,29,3,24,34,1,4,11,17,0,-699.4638,-3582.3074,-68.1096,0.0109,0.0078,0.0217,341.3109,2.1342,0.0000,0.005,0.002,0.004,-0.002,0.121,0.153,0.127,37.27033907021,126.99072232971,31.9376,-3057721.4484,4059100.7698,3841344.8041,1.7642,1.2816,3.5149,2.2193,2.7559,2.1424,37.27664835970,127.03111078942,122.2941,0.00000000000,0.00000000000,0.0000,12292100,0.000,64.966637,23.290197,0.000000,0.000000,0,0,0,0*10272bed$GNGGA,032434.20,3716.22034413,N,12659.44334003,E,1,28,0.6,31.9372,M,23.2902,M,,*47$GNGST,032434.20,1.19,1.77,1.28,176.4783,1.764,1.282,3.516*4E$AGRICA,51,GPS,FINE,2373,12292200,0,0,18,31;GNSS,232,25,6,29,3,24,34,1,4,11,17,0,-699.4640,-3582.3071,-68.1099,0.0109,0.0078,0.0217,341.1987,1.7014,0.0000,0.006,0.006,0.003,-0.001,0.121,0.153,0.127,37.27033906888,126.99072233377,31.9372,-3057721.4486,4059100.7694,3841344.8037,1.7640,1.2815,3.5156,2.2196,2.7563,2.1423,37.27664835970,127.03111078942,122.2941,0.00000000000,0.00000000000,0.0000,12292200,0.000,29.148108,23.290197,0.000000,0.000000,0,0,0,0*1a1e5d92",2648,0.17,99.34
"$GNGGA,032434.30,3716.22034424,N,12659.44334018,E,1,28,0.6,31.9369,M,23.2902,M,,*42$GNGST,032434.30,1.19,1.77,1.28,176.5269,1.764,1.282,3.516*4F$AGRICA,50,GPS,FINE,2373,12292300,0,0,18,31;GNSS,232,25,6,29,3,24,34,1,4,11,17,0,-699.4637,-3582.3069,-68.1102,0.0109,0.0078,0.0217,341.3224,1.5927,0.0000,0.005,0.003,-0.002,0.004,0.121,0.153,0.127,37.27033907068,126.99072233635,31.9369,-3057721.4486,4059100.7690,3841344.8037,1.7636,1.2818,3.5158,2.2197,2.7566,2.1421,37.27664835970,127.03111078942,122.2941,0.00000000000,0.00000000000,0.0000,12292300,0.000,324.298096,23.290197,0.000000,0.000000,0,0,0,0*d7c784c0$GNGGA,032434.40,3716.22034419,N,12659.44334000,E,1,28,0.6,31.9370,M,23.2902,M,,*4A$GNGST,032434.40,1.18,1.76,1.28,176.5508,1.763,1.282,3.515*4C$AGRICA,50,GPS,FINE,2373,12292400,0,0,18,30;GNSS,232,25,6,29,3,24,34,1,4,11,17,0,-699.4639,-3582.3071,-68.1101,0.0109,0.0078,0.0217,341.2291,1.8454,0.0000,0.013,0.003,-0.001,-0.012,0.121,0.153,0.127,37.27033906991,126.99072233334,31.9370,-3057721.4484,4059100.7693,3841344.8037,1.7633,1.2819,3.5154,2.2193,2.7564,2.1419,37.27664835970,127.03111078942,122.2941,0.00000000000,0.00000000000,0.0000,12292400,0.000,347.373077,23.290197,0.000000,0.000000,0,0,0,0*daa72e9d",2654,-0.27,99.32
"$GNGGA,032434.50,3716.22034417,N,12659.44333990,E,1,28,0.6,31.9356,M,23.2902,M,,*46$GNGST,032434.50,1.18,1.76,1.28,176.5511,1.763,1.282,3.515*45$AGRICA,50,GPS,FINE,2373,12292500,0,0,18,30;GNSS,232,25,6,29,3,24,34,1,4,11,17,0,-699.4639,-3582.3074,-68.1115,0.0109,0.0078,0.0217,341.1749,1.8875,0.0000,0.013,0.002,-0.001,-0.013,0.121,0.153,0.127,37.27033906948,126.99072233161,31.9356,-3057721.4477,4059100.7685,3841344.8028,1.7628,1.2817,3.5149,2.2194,2.7555,2.1415,37.27664835970,127.03111078942,122.2941,0.00000000000,0.00000000000,0.0000,12292500,0.000,332.135895,23.290197,0.000000,0.000000,0,0,0,0*c9bd02b3$GNGGA,032434.60,3716.22034408,N,12659.44333977,E,1,28,0.6,31.9342,M,23.2902,M,,*47$GNGST,032434.60,1.19,1.76,1.28,176.5409,1.763,1.282,3.515*4F$AGRICA,50,GPS,FINE,2373,12292600,0,0,18,30;GNSS,232,25,6,29,3,24,34,1,4,11,17,0,-699.4641,-3582.3074,-68.1130,0.0109,0.0078,0.0217,341.1460,1.8668,0.0000,0.015,-0.003,0.001,-0.015,0.121,0.153,0.127,37.27033906798,126.99072232958,31.9342,-3057721.4469,4059100.7678,3841344.8018,1.7626,1.2816,3.5148,2.2195,2.7552,2.1414,37.27664835970,127.03111078942,122.2941,0.00000000000,0.00000000000,0.0000,12292600,0.000,170.507996,23.290197,0.000000,0.000000,0,0,0,0*4c2d4348",2654,-0.73,99.3
"$GNGGA,032434.70,3716.22034369,N,12659.44333977,E,1,28,0.6,31.9326,M,23.2902,M,,*44$GNGST,032434.70,1.18,1.76,1.28,176.5093,1.762,1.281,3.515*4A$AGRICA,50,GPS,FINE,2373,12292700,0,0,18,30;GNSS,232,25,6,29,3,24,34,1,4,11,17,0,-699.4648,-3582.3074,-68.1145,0.0109,0.0078,0.0217,341.0082,1.7421,0.0000,0.011,-0.004,0.008,-0.006,0.121,0.153,0.127,37.27033906143,126.99072232955,31.9326,-3057721.4464,4059100.7671,3841344.8003,1.7622,1.2814,3.5147,2.2196,2.7546,2.1415,37.27664835970,127.03111078942,122.2941,0.00000000000,0.00000000000,0.0000,12292700,0.000,117.424660,23.290197,0.000000,0.000000,0,0,0,0*0803442c$GNGGA,032434.80,3716.22034326,N,12659.44334025,E,1,28,0.6,31.9319,M,23.2902,M,,*45$GNGST,032434.80,1.18,1.76,1.28,176.5232,1.762,1.281,3.514*4D$AGRICA,50,GPS,FINE,2373,12292800,0,0,18,30;GNSS,232,25,6,29,3,24,34,1,4,11,17,0,-699.4656,-3582.3066,-68.1152,0.0109,0.0078,0.0217,341.1578,1.6579,0.0000,0.008,0.002,0.007,-0.003,0.121,0.153,0.127,37.27033905441,126.99072233746,31.9319,-3057721.4469,4059100.7666,3841344.7992,1.7618,1.2814,3.5144,2.2193,2.7543,2.1413,37.27664835970,127.03111078942,122.2941,0.00000000000,0.00000000000,0.0000,12292800,0.000,71.753868,23.290197,0.000000,0.000000,0,0,0,0*54d50d90",2656,-1.18,99.27
"$GNGGA,032434.90,3716.22034320,N,12659.44334067,E,1,28,0.6,31.9314,M,23.2902,M,,*49$GNGST,032434.90,1.18,1.76,1.28,176.5287,1.762,1.281,3.514*42$AGRICA,50,GPS,FINE,2373,12292900,0,0,18,30;GNSS,232,25,6,29,3,24,34,1,4,11,17,0,-699.4657,-3582.3062,-68.1157,0.0109,0.0078,0.0217,341.1425,1.9650,0.0000,0.006,0.004,-0.002,-0.003,0.121,0.153,0.127,37.27033905327,126.99072234456,31.9314,-3057721.4472,4059100.7660,3841344.7988,1.7617,1.2814,3.5142,2.2191,2.7543,2.1412,37.27664835970,127.03111078942,122.2941,0.00000000000,0.00000000000,0.0000,12292900,0.000,336.416016,23.290197,0.000000,0.000000,0,0,0,0*7f320c6d$GNGGA,032435.00,3716.22034323,N,12659.44334050,E,1,28,0.6,31.9309,M,23.2902,M,,*4A$GNGST,032435.00,1.18,1.76,1.28,176.5473,1.761,1.281,3.514*44$AGRICA,50,GPS,FINE,2373,12293000,0,0,18,39;GNSS,232,25,6,29,3,24,35,1,4,11,17,0,-699.4656,-3582.3064,-68.1162,0.0109,0.0078,0.0217,341.1507,1.8181,0.0000,0.006,0.003,-0.003,-0.004,0.121,0.153,0.127,37.27033905390,126.99072234173,31.9309,-3057721.4468,4059100.7658,3841344.7986,1.7611,1.2813,3.5144,2.2190,2.7543,2.1410,37.27664835970,127.03111078942,122.2941,0.00000000000,0.00000000000,0.0000,12293000,0.000,308.886505,23.290197,0.000000,0.000000,0,0,0,0*1eb175b1",2665,-1.51,99.25
"$GNGGA,032435.10,3716.22034317,N,12659.44334025,E,1,28,0.6,31.9304,M,23.2902,M,,*43$GNGST,032435.10,1.18,1.76,1.28,176.5900,1.761,1.281,3.514*4C$AGRICA,50,GPS,FINE,2373,12293100,0,0,18,31;GNSS,232,25,6,29,3,24,35,1,4,11,17,0,-699.4658,-3582.3066,-68.1167,0.0109,0.0078,0.0217,341.1586,1.7732,0.0000,0.005,0.000,0.001,-0.005,0.121,0.153,0.127,37.27033905278,126.99072233748,31.9304,-3057721.4462,4059100.7658,3841344.7982,1.7608,1.2815,3.5138,2.2185,2.7541,2.1407,37.27664835970,127.03111078942,122.2941,0.00000000000,0.00000000000,0.0000,12293100,0.000,87.474091,23.290197,0.000000,0.000000,0,0,0,0*16ec186d$GNGGA,032435.20,3716.22034296,N,12659.44334029,E,1,28,0.6,31.9297,M,23.2902,M,,*4F$GNGST,032435.20,1.18,1.76,1.28,176.5887,1.761,1.281,3.513*46$AGRICA,50,GPS,FINE,2373,12293200,0,0,18,31;GNSS,232,25,6,29,3,24,35,1,4,11,17,0,-699.4661,-3582.3066,-68.1174,0.0109,0.0078,0.0217,341.2534,2.0160,0.0000,0.007,0.002,0.002,-0.007,0.121,0.153,0.127,37.27033904938,126.99072233824,31.9297,-3057721.4461,4059100.7655,3841344.7975,1.7607,1.2813,3.5133,2.2181,2.7538,2.1404,37.27664835970,127.03111078942,122.2941,0.00000000000,0.00000000000,0.0000,12293200,0.000,49.034836,23.290197,0.000000,0.000000,0,0,0,0*65d6ca13",2670,-1.73,99.22
"$GNGGA,032435.30,3716.22034285,N,12659.44334040,E,1,28,0.6,31.9290,M,23.2902,M,,*44$GNGST,032435.30,1.18,1.76,1.28,176.5906,1.760,1.281,3.514*49$AGRICA,50,GPS,FINE,2373,12293300,0,0,18,31;GNSS,232,25,6,29,3,24,35,1,4,11,17,0,-699.4663,-3582.3066,-68.1181,0.0109,0.0078,0.0217,341.1647,1.6048,0.0000,0.006,0.003,-0.002,-0.005,0.121,0.153,0.127,37.27033904754,126.99072233999,31.9290,-3057721.4460,4059100.7650,3841344.7969,1.7603,1.2810,3.5135,2.2182,2.7538,2.1402,37.27664835970,127.03111078942,122.2941,0.00000000000,0.00000000000,0.0000,12293300,0.000,332.337341,23.290197,0.000000,0.000000,0,0,0,0*6d8671be$GNGGA,032435.40,3716.22034281,N,12659.44334025,E,1,28,0.6,31.9284,M,23.2902,M,,*41$GNGST,032435.40,1.18,1.76,1.28,176.5895,1.760,1.281,3.514*45$AGRICA,50,GPS,FINE,2373,12293400,0,0,18,31;GNSS,232,25,6,29,3,24,35,1,4,11,17,0,-699.4664,-3582.3066,-68.1187,0.0109,0.0078,0.0217,341.1167,2.0573,0.0000,0.006,0.003,0.002,-0.005,0.121,0.153,0.127,37.27033904677,126.99072233745,31.9284,-3057721.4455,4059100.7648,3841344.7964,1.7597,1.2810,3.5136,2.2182,2.7537,2.1402,37.27664835970,127.03111078942,122.2941,0.00000000000,0.00000000000,0.0000,12293400,0.000,25.511299,23.290197,0.000000,0.000000,0,0,0,0*aea979c1",2671,-2.22,99.2
"$GNGGA,032435.50,3716.22034277,N,12659.44334031,E,1,28,0.6,31.9278,M,23.2902,M,,*4F$GNGST,032435.50,1.18,1.76,1.28,176.6138,1.759,1.281,3.513*44$AGRICA,50,GPS,FINE,2373,12293500,0,0,18,30;GNSS,232,25,6,29,3,24,35,1,4,11,17,0,-699.4665,-3582.3066,-68.1193,0.0109,0.0078,0.0217,341.0914,1.7269,0.0000,0.006,0.001,0.000,-0.006,0.121,0.153,0.127,37.27033904623,126.99072233858,31.9278,-3057721.4453,4059100.7644,3841344.7960,1.7595,1.2810,3.5135,2.2178,2.7537,2.1400,37.27664835970,127.03111078942,122.2941,0.00000000000,0.00000000000,0.0000,12293500,0.000,21.266817,23.290197,0.000000,0.000000,0,0,0,0*440867c1$GNGGA,032435.60,3716.22034261,N,12659.44334030,E,1,28,0.6,31.9271,M,23.2902,M,,*43",2671,-2.52,99.17
"$GNGST,032435.60,1.18,1.76,1.28,176.6380,1.759,1.281,3.514*41$AGRICA,50,GPS,FINE,2373,12293600,0,0,18,30;GNSS,232,25,6,29,3,24,35,1,4,11,17,0,-699.4668,-3582.3066,-68.1201,0.0109,0.0078,0.0217,341.2008,1.8020,0.0000,0.006,0.000,0.003,-0.006,0.121,0.153,0.127,37.27033904353,126.99072233840,31.9271,-3057721.4451,4059100.7641,3841344.7953,1.7592,1.2813,3.5140,2.2182,2.7541,2.1400,37.27664835970,127.03111078942,122.2941,0.00000000000,0.00000000000,0.0000,12293600,0.000,87.196930,23.290197,0.000000,0.000000,0,0,0,0*66ce7702$GNGGA,032435.70,3716.22034241,N,12659.44334047,E,1,28,0.6,31.9264,M,23.2902,M,,*44$GNGST,032435.70,1.18,1.76,1.28,176.6862,1.759,1.281,3.515*46$AGRICA,50,GPS,FINE,2373,12293700,0,0,18,30;GNSS,232,25,6,29,3,24,35,1,4,11,17,0,-699.4672,-3582.3064,-68.1207,0.0109,0.0078,0.0217,341.0787,1.7447,0.0000,0.009,0.002,0.005,-0.008,0.121,0.153,0.127,37.27033904009,126.99072234117,31.9264,-3057721.4451,4059100.7637,3841344.7946,1.7588,1.2813,3.5149,2.2181,2.7551,2.1399,37.27664835970,127.03111078942,122.2941,0.00000000000,0.00000000000,0.0000,12293700,0.000,64.538506,23.290197,0.000000,0.000000,0,0,0,0*65658080",2672,-2.93,99.15
"$GNGGA,032435.80,3716.22034231,N,12659.44334076,E,1,28,0.6,31.9255,M,23.2902,M,,*4C$GNGST,032435.80,1.18,1.76,1.28,176.6850,1.759,1.281,3.515*48$AGRICA,50,GPS,FINE,2373,12293800,0,0,18,30;GNSS,232,25,6,29,3,24,35,1,4,11,17,0,-699.4673,-3582.3059,-68.1216,0.0109,0.0078,0.0217,341.1122,2.1249,0.0000,0.013,0.004,0.005,-0.012,0.121,0.153,0.127,37.27033903851,126.99072234596,31.9255,-3057721.4451,4059100.7630,3841344.7940,1.7589,1.2814,3.5152,2.2185,2.7554,2.1398,37.27664835970,127.03111078942,122.2941,0.00000000000,0.00000000000,0.0000,12293800,0.000,50.650867,23.290197,0.000000,0.000000,0,0,0,0*903434b3",2680,-3.37,99.13
"$GNGGA,032435.90,3716.22034231,N,12659.44334104,E,1,28,0.6,31.9243,M,23.2902,M,,*4E$GNGST,032435.90,1.18,1.76,1.28,176.6742,1.760,1.282,3.516*4F$AGRICA,50,GPS,FINE,2373,12293900,0,0,18,30;GNSS,232,25,6,29,3,24,35,1,4,11,17,0,-699.4673,-3582.3057,-68.1228,0.0109,0.0078,0.0217,341.1698,1.9450,0.0000,0.008,0.000,0.002,-0.008,0.121,0.153,0.127,37.27033903846,126.99072235072,31.9243,-3057721.4448,4059100.7619,3841344.7932,1.7598,1.2818,3.5156,2.2193,2.7555,2.1402,37.27664835970,127.03111078942,122.2941,0.00000000000,0.00000000000,0.0000,12293900,0.000,95.934494,23.290197,0.000000,0.000000,0,0,0,0*a8113b95$GNGGA,032436.00,3716.22034209,N,12659.44334113,E,1,28,0.6,31.9234,M,23.2902,M,,*49$GNGST,032436.00,1.18,1.76,1.28,176.6467,1.760,1.282,3.515*42$AGRICA,50,GPS,FINE,2373,12294000,0,0,18,39;GNSS,232,25,6,29,3,24,36,1,4,11,17,0,-699.4678,-3582.3054,-68.1237,0.0109,0.0078,0.0217,341.0856,1.8566,0.0000,0.004,0.002,-0.002,-0.002,0.121,0.153,0.127,37.27033903482,126.99072235211,31.9234,-3057721.4447,4059100.7615,3841344.7924,1.7596,1.2816,3.5146,2.2189,2.7546,2.1401,37.27664835970,127.03111078942,122.2941,0.00000000000,0.00000000000,0.0000,12294000,0.000,319.351746,23.290197,0.000000,0.000000,0,0,0,0*a117742a",2687,-3.58,99.1
"$GNGGA,032436.10,3716.22034199,N,12659.44334097,E,1,28,0.6,31.9231,M,23.2902,M,,*4A$GNGST,032436.10,1.18,1.76,1.28,176.6304,1.760,1.282,3.515*41$AGRICA,50,GPS,FINE,2373,12294100,0,0,18,31;GNSS,232,25,6,29,3,24,36,1,4,11,17,0,-699.4680,-3582.3057,-68.1240,0.0109,0.0078,0.0217,341.3577,1.9503,0.0000,0.007,0.005,-0.002,-0.005,0.121,0.153,0.127,37.27033903312,126.99072234952,31.9231,-3057721.4444,4059100.7616,3841344.7920,1.7599,1.2816,3.5151,2.2193,2.7549,2.1403,37.27664835970,127.03111078942,122.2941,0.00000000000,0.00000000000,0.0000,12294100,0.000,339.417145,23.290197,0.000000,0.000000,0,0,0,0*6c83a8a5$GNGGA,032436.20,3716.22034204,N,12659.44334082,E,1,28,0.6,31.9226,M,23.2902,M,,*4C$GNGST,032436.20,1.18,1.76,1.28,176.6388,1.759,1.281,3.515*4F$AGRICA,50,GPS,FINE,2373,12294200,0,0,18,31;GNSS,232,25,6,29,3,24,36,1,4,11,17,0,-699.4678,-3582.3059,-68.1245,0.0109,0.0078,0.0217,341.2577,1.9266,0.0000,0.006,0.003,0.001,-0.004,0.121,0.153,0.127,37.27033903393,126.99072234693,31.9226,-3057721.4439,4059100.7613,3841344.7918,1.7595,1.2815,3.5148,2.2189,2.7547,2.1401,37.27664835970,127.03111078942,122.2941,0.00000000000,0.00000000000,0.0000,12294200,0.000,15.793420,23.290197,0.000000,0.000000,0,0,0,0*204e5c92",2688,-3.99,99.08
"$GNGGA,032436.30,3716.22034199,N,12659.44334084,E,1,28,0.6,31.9221,M,23.2902,M,,*4B$GNGST,032436.30,1.18,1.76,1.28,176.6481,1.760,1.281,3.514*4B$AGRICA,50,GPS,FINE,2373,12294300,0,0,18,31;GNSS,232,25,6,29,3,24,36,1,4,11,17,0,-699.4679,-3582.3059,-68.1250,0.0109,0.0078,0.0217,341.2289,1.6612,0.0000,0.006,-0.001,0.005,-0.004,0.121,0.153,0.127,37.27033903324,126.99072234735,31.9221,-3057721.4438,4059100.7610,3841344.7914,1.7596,1.2813,3.5145,2.2186,2.7546,2.1400,37.27664835970,127.03111078942,122.2941,0.00000000000,0.00000000000,0.0000,12294300,0.000,97.907616,23.290197,0.000000,0.000000,0,0,0,0*bd29b3a3$GNGGA,032436.40,3716.22034174,N,12659.44334114,E,1,28,0.6,31.9217,M,23.2902,M,,*42",2688,-4.41,99.05
